,batting_team,bowling_team,city,current_score,balls_left,wickets_left,current_run_rate,last_five_over_runs,final_score
12030,Pakistan,New Zealand,Auckland,58,71,8,7.1020408163265305,46.0,171
20870,Australia,Sri Lanka,Barbados,67,55,6,6.184615384615385,35.0,168
30893,Pakistan,Australia,Abu Dhabi,103,41,9,7.822784810126582,46.0,155
35367,India,South Africa,St Lucia,80,54,8,7.2727272727272725,44.0,186
23950,Sri Lanka,Pakistan,Lahore,57,80,8,8.55,42.0,182
7492,Pakistan,England,Cardiff,59,30,3,3.933333333333333,22.0,89
46176,West Indies,Pakistan,Mirpur,41,79,8,6.0,31.0,166
17074,Australia,England,Manchester,73,48,7,6.083333333333333,24.0,145
49913,Pakistan,England,Dubai,57,78,9,8.142857142857142,34.0,144
310,India,England,Bangalore,78,60,8,7.8,39.0,202
41677,India,Australia,Adelaide,75,65,8,8.181818181818182,34.0,188
33249,Bangladesh,India,Colombo,67,65,7,7.3090909090909095,40.0,139
33029,Pakistan,South Africa,Abu Dhabi,74,36,5,5.285714285714286,25.0,120
43835,India,England,Nagpur,115,23,7,7.11340206185567,42.0,144
12704,New Zealand,England,Delhi,139,14,4,7.867924528301887,33.0,153
25793,Australia,Pakistan,Dubai,105,10,1,5.7272727272727275,16.0,108
32300,Australia,Sri Lanka,Melbourne,138,19,7,8.198019801980198,49.0,168
12054,Pakistan,New Zealand,Auckland,91,47,7,7.47945205479452,36.0,171
43856,India,England,Nagpur,143,2,4,7.271186440677966,36.0,144
41851,South Africa,Sri Lanka,Johannesburg,107,16,2,6.173076923076923,32.0,113
14150,Pakistan,South Africa,St Lucia,71,53,6,6.358208955223881,50.0,148
13275,Sri Lanka,West Indies,Bangalore,54,60,5,5.4,22.0,122
50297,South Africa,Sri Lanka,Centurion,83,58,9,8.03225806451613,51.0,180
21337,England,South Africa,Cape Town,53,76,7,7.2272727272727275,20.0,134
14506,Australia,India,Sydney,73,64,9,7.821428571428571,40.0,164
30531,Bangladesh,New Zealand,Hamilton,57,46,4,4.621621621621622,14.0,78
35527,New Zealand,South Africa,Durban,138,17,5,8.03883495145631,37.0,151
35533,New Zealand,South Africa,Durban,140,11,4,7.706422018348624,34.0,151
31364,Sri Lanka,Bangladesh,Colombo,32,85,6,5.485714285714286,30.0,159
15953,Afghanistan,West Indies,Nagpur,51,61,7,5.186440677966102,20.0,123
42553,West Indies,Australia,Colombo,96,55,7,8.861538461538462,44.0,191
25528,Pakistan,New Zealand,Hamilton,64,57,8,6.095238095238095,33.0,168
19883,West Indies,South Africa,Johannesburg,109,59,10,10.721311475409836,55.0,205
21377,England,South Africa,Cape Town,89,36,4,6.357142857142857,19.0,134
43329,West Indies,Bangladesh,Mirpur,113,35,8,7.976470588235294,48.0,171
5506,South Africa,West Indies,Johannesburg,166,33,6,11.448275862068966,41.0,231
26886,South Africa,Australia,Johannesburg,143,29,6,9.428571428571429,49.0,204
5861,India,Pakistan,Durban,48,65,6,5.236363636363636,28.0,141
38251,England,India,London,137,10,6,7.472727272727273,43.0,153
28598,Australia,New Zealand,Sydney,62,66,7,6.888888888888889,24.0,150
20623,New Zealand,India,Johannesburg,83,59,8,8.163934426229508,39.0,190
33564,New Zealand,Sri Lanka,Lauderhill,113,6,4,5.947368421052632,34.0,120
7837,India,New Zealand,Delhi,114,42,10,8.76923076923077,55.0,202
47295,South Africa,Australia,Cape Town,41,75,8,5.466666666666667,33.0,146
28242,Sri Lanka,England,Southampton,102,48,6,8.5,34.0,163
12878,West Indies,New Zealand,Auckland,23,86,9,4.0588235294117645,17.0,126
34785,New Zealand,England,London,173,17,7,10.077669902912621,52.0,201
7245,Bangladesh,Pakistan,Cape Town,112,35,5,7.905882352941177,35.0,140
2713,India,Australia,Melbourne,62,78,10,8.857142857142858,52.0,184
49278,India,Afghanistan,Colombo,36,82,8,5.684210526315789,27.0,159
5087,Australia,Sri Lanka,Sydney,34,79,8,4.975609756097561,26.0,137
41172,West Indies,South Africa,Johannesburg,31,85,8,5.314285714285714,28.0,131
49524,Bangladesh,West Indies,Lauderhill,71,86,8,12.529411764705882,65.0,184
14436,India,Bangladesh,Bangalore,123,12,4,6.833333333333333,39.0,146
15470,South Africa,England,Cape Town,133,25,7,8.4,41.0,179
30219,South Africa,New Zealand,Auckland,179,4,5,9.258620689655173,44.0,185
50853,Pakistan,New Zealand,Auckland,140,8,2,7.5,57.0,153
48054,South Africa,West Indies,London,77,66,9,8.555555555555555,45.0,183
35849,India,England,Cardiff,48,66,7,5.333333333333333,26.0,148
14549,Australia,India,Sydney,119,25,6,7.515789473684211,40.0,164
7683,West Indies,Australia,St Lucia,51,76,8,6.954545454545454,29.0,105
45894,South Africa,Pakistan,Johannesburg,128,14,5,7.245283018867925,32.0,153
48303,West Indies,Bangladesh,Johannesburg,59,69,9,6.9411764705882355,35.0,164
16678,India,New Zealand,Hamilton,82,72,10,10.25,56.0,179
35651,Pakistan,Bangladesh,Mirpur,152,17,7,8.854368932038835,53.0,190
26883,South Africa,Australia,Johannesburg,136,32,7,9.272727272727273,49.0,204
47297,South Africa,Australia,Cape Town,45,73,8,5.74468085106383,37.0,146
1215,Australia,India,Chandigarh,134,16,5,7.730769230769231,34.0,160
6406,South Africa,India,Johannesburg,181,11,7,9.963302752293577,64.0,219
26950,South Africa,Pakistan,Johannesburg,38,88,10,7.125,38.0,188
34675,Pakistan,India,Colombo,128,3,1,6.564102564102564,27.0,128
37831,Pakistan,England,Barbados,77,57,7,7.333333333333333,36.0,147
14264,England,South Africa,Johannesburg,72,62,7,7.448275862068965,35.0,171
37073,West Indies,Sri Lanka,Colombo,61,82,10,9.631578947368421,58.0,162
19391,India,England,Manchester,83,57,9,7.904761904761905,42.0,165
14891,England,West Indies,Kolkata,90,47,6,7.397260273972603,47.0,155
48182,India,West Indies,Lauderhill,72,65,9,7.8545454545454545,38.0,167
27081,Sri Lanka,India,Mirpur,31,85,8,5.314285714285714,27.0,138
42397,Sri Lanka,Pakistan,Colombo,30,85,10,5.142857142857143,25.0,139
15592,Afghanistan,Bangladesh,Mirpur,42,73,6,5.361702127659575,27.0,72
24941,Pakistan,Australia,Dubai,117,23,7,7.237113402061856,42.0,151
14233,England,South Africa,Johannesburg,31,90,9,6.2,31.0,171
3005,New Zealand,Bangladesh,Kolkata,83,40,8,6.225,26.0,145
14274,England,South Africa,Johannesburg,89,52,7,7.852941176470588,36.0,171
27961,England,New Zealand,Christchurch,70,79,8,10.24390243902439,58.0,193
34779,New Zealand,England,London,162,23,7,10.02061855670103,47.0,201
2378,India,Bangladesh,Mirpur,89,37,7,6.433734939759036,43.0,166
38223,England,India,London,96,36,7,6.857142857142857,29.0,153
1644,West Indies,Sri Lanka,Colombo,48,48,8,4.0,29.0,137
16127,South Africa,India,Nottingham,115,9,6,6.216216216216216,29.0,130
40881,Australia,South Africa,Cape Town,189,2,5,9.610169491525424,43.0,193
28801,Sri Lanka,West Indies,London,75,53,8,6.7164179104477615,30.0,158
16054,South Africa,India,Nottingham,48,82,9,7.578947368421052,39.0,130
41970,South Africa,New Zealand,Johannesburg,119,17,3,6.932038834951456,20.0,133
48243,India,West Indies,Lauderhill,147,6,5,7.7368421052631575,30.0,167
16991,Sri Lanka,Bangladesh,Chittagong,155,7,4,8.230088495575222,36.0,168
21742,West Indies,New Zealand,Lauderhill,77,56,9,7.21875,34.0,209
30290,New Zealand,Pakistan,Dubai,61,55,7,5.630769230769231,18.0,144
34175,West Indies,Bangladesh,Mirpur,116,10,4,6.327272727272727,27.0,132
4281,Sri Lanka,England,St Lucia,86,29,6,5.670329670329671,30.0,128
24692,Australia,Pakistan,Johannesburg,134,25,6,8.463157894736842,43.0,164
17579,New Zealand,England,Durban,117,28,5,7.630434782608695,53.0,164
3761,Sri Lanka,Bangladesh,Pallekele,69,79,9,10.097560975609756,44.0,198
13282,Sri Lanka,West Indies,Bangalore,58,53,5,5.1940298507462686,17.0,122
38083,Bangladesh,West Indies,Lauderhill,75,53,7,6.7164179104477615,39.0,171
36162,Australia,India,Sydney,182,3,5,9.333333333333334,53.0,194
11286,New Zealand,West Indies,Auckland,61,72,8,7.625,29.0,189
39175,Australia,India,Sydney,157,22,7,9.612244897959183,55.0,197
21958,West Indies,Pakistan,Abu Dhabi,26,82,7,4.105263157894737,16.0,103
39178,Australia,India,Sydney,168,19,7,9.98019801980198,62.0,197
44700,New Zealand,Australia,Christchurch,62,78,8,8.857142857142858,38.0,214
33931,India,Australia,Colombo,128,8,4,6.857142857142857,37.0,140
45776,New Zealand,Pakistan,Cape Town,123,9,3,6.648648648648648,36.0,143
50190,Australia,Bangladesh,Barbados,65,43,4,5.064935064935065,22.0,141
2365,India,Bangladesh,Mirpur,74,50,7,6.3428571428571425,37.0,166
38134,Bangladesh,West Indies,Lauderhill,167,2,5,8.491525423728813,53.0,171
7685,West Indies,Australia,St Lucia,52,74,8,6.782608695652174,29.0,105
27587,India,Sri Lanka,St Lucia,65,77,9,9.069767441860465,53.0,163
30657,Pakistan,Australia,Dubai,68,29,3,4.483516483516484,21.0,96
15187,New Zealand,England,Pallekele,144,4,5,7.448275862068965,56.0,148
15008,India,England,Mumbai,88,57,7,8.380952380952381,30.0,177
18889,Pakistan,South Africa,Dubai,36,67,6,4.0754716981132075,23.0,98
18399,South Africa,England,Chittagong,85,59,10,8.360655737704919,42.0,196
50282,South Africa,Sri Lanka,Centurion,55,73,9,7.0212765957446805,41.0,180
42057,New Zealand,South Africa,Johannesburg,71,52,6,6.264705882352941,26.0,129
43663,India,West Indies,Mumbai,104,69,10,12.235294117647058,70.0,240
46591,Sri Lanka,West Indies,Barbados,126,34,9,8.790697674418604,49.0,195
21864,Australia,Pakistan,Melbourne,72,63,7,7.578947368421052,32.0,127
10469,New Zealand,India,Hamilton,182,18,7,10.705882352941176,62.0,212
3346,Sri Lanka,India,Nagpur,185,10,7,10.090909090909092,59.0,215
37604,Sri Lanka,South Africa,Cape Town,92,33,5,6.344827586206897,28.0,134
2124,India,Australia,Durban,89,45,8,7.12,49.0,188
19285,Sri Lanka,India,Colombo,114,45,6,9.12,45.0,152
41445,Pakistan,India,Kolkata,51,59,8,5.016393442622951,26.0,118
20739,South Africa,New Zealand,Wellington,53,64,6,5.678571428571429,19.0,147
2973,New Zealand,Bangladesh,Kolkata,52,71,9,6.36734693877551,29.0,145
3323,Sri Lanka,India,Nagpur,137,33,7,9.448275862068966,54.0,215
44967,Pakistan,New Zealand,Auckland,94,60,9,9.4,50.0,201
27825,New Zealand,Pakistan,Dubai,24,90,7,4.8,24.0,135
8351,South Africa,England,Mumbai,184,16,6,10.615384615384615,47.0,229
38878,South Africa,Sri Lanka,Colombo,42,86,7,7.411764705882353,29.0,98
33105,Pakistan,South Africa,Centurion,52,82,8,8.210526315789474,43.0,168
25861,India,South Africa,Centurion,78,62,7,8.068965517241379,33.0,188
50060,Sri Lanka,New Zealand,Chittagong,65,53,7,5.82089552238806,29.0,119
6452,Sri Lanka,Pakistan,Abu Dhabi,42,85,10,7.2,41.0,124
26463,Pakistan,New Zealand,Auckland,62,77,8,8.651162790697674,37.0,143
35975,Australia,India,Melbourne,51,67,6,5.773584905660377,24.0,132
46835,New Zealand,West Indies,Mount Maunganui,144,38,8,10.536585365853659,74.0,238
42275,Australia,England,Barbados,24,84,7,4.0,18.0,147
6412,South Africa,India,Johannesburg,197,5,7,10.278260869565218,65.0,219
42105,New Zealand,South Africa,Johannesburg,125,5,3,6.521739130434782,41.0,129
33101,Pakistan,South Africa,Centurion,47,86,8,8.294117647058824,46.0,168
18438,South Africa,England,Chittagong,131,22,7,8.020408163265307,38.0,196
11285,New Zealand,West Indies,Auckland,60,73,8,7.659574468085107,32.0,189
11359,New Zealand,West Indies,Auckland,189,0,5,9.45,55.0,189
9896,India,Bangladesh,Nottingham,40,91,10,8.275862068965518,40.0,180
14922,England,West Indies,Kolkata,132,17,3,7.689320388349515,40.0,155
18404,South Africa,England,Chittagong,90,55,9,8.307692307692308,38.0,196
39442,India,West Indies,London,140,6,5,7.368421052631579,59.0,153
21527,India,England,Durban,155,19,7,9.207920792079207,45.0,218
39436,India,West Indies,London,131,11,5,7.2110091743119265,57.0,153
32887,England,New Zealand,Auckland,124,53,7,11.104477611940299,61.0,214
36821,Pakistan,New Zealand,Dubai,35,84,9,5.833333333333333,35.0,161
18950,Pakistan,South Africa,Dubai,90,10,3,4.909090909090909,30.0,98
38246,England,India,London,123,14,6,6.962264150943396,31.0,153
23958,Sri Lanka,Pakistan,Lahore,66,72,8,8.25,48.0,182
17431,New Zealand,Sri Lanka,Lauderhill,39,65,5,4.254545454545455,30.0,81
21037,Afghanistan,India,St Lucia,100,12,4,5.555555555555555,27.0,115
42560,West Indies,Australia,Colombo,99,48,7,8.25,37.0,191
24797,India,Pakistan,Bangalore,98,40,8,7.35,39.0,133
39357,India,West Indies,London,32,89,7,6.193548387096774,28.0,153
21264,Sri Lanka,Pakistan,Colombo,114,27,5,7.354838709677419,38.0,172
45447,West Indies,Australia,Colombo,33,89,9,6.387096774193548,33.0,205
23573,West Indies,India,Barbados,27,88,10,5.0625,25.0,169
23000,Bangladesh,Australia,Cape Town,82,41,8,6.227848101265823,32.0,123
22149,New Zealand,India,Nagpur,98,17,4,5.70873786407767,26.0,126
10900,New Zealand,Pakistan,Dubai,56,78,8,8.0,33.0,153
43768,India,England,Nagpur,39,88,9,7.3125,36.0,144
29011,Pakistan,Australia,Dubai,44,87,9,8.0,42.0,147
24697,Australia,Pakistan,Johannesburg,148,20,6,8.88,53.0,164
25292,South Africa,West Indies,Durban,111,45,10,8.88,25.0,195
9431,Bangladesh,Australia,Mirpur,69,59,8,6.786885245901639,48.0,153
22701,South Africa,Australia,Melbourne,31,86,8,5.470588235294118,30.0,101
18822,India,Australia,Mirpur,148,11,6,8.146788990825687,56.0,159
30492,Bangladesh,New Zealand,Hamilton,37,85,8,6.3428571428571425,34.0,78
49743,England,Pakistan,London,183,1,5,9.22689075630252,44.0,185
11589,West Indies,India,Lauderhill,119,20,3,7.14,27.0,143
22141,New Zealand,India,Nagpur,90,24,5,5.625,28.0,126
29420,South Africa,Australia,Centurion,59,60,7,5.9,31.0,128
29079,Pakistan,Australia,Dubai,115,21,7,6.96969696969697,32.0,147
14277,England,South Africa,Johannesburg,89,49,7,7.52112676056338,31.0,171
7838,India,New Zealand,Delhi,115,41,10,8.734177215189874,55.0,202
36624,Bangladesh,Pakistan,Lahore,84,36,7,6.0,39.0,136
32685,Sri Lanka,Pakistan,Dubai,127,11,6,6.990825688073395,44.0,145
19853,West Indies,South Africa,Johannesburg,54,85,10,9.257142857142858,46.0,205
19003,New Zealand,India,Auckland,58,78,9,8.285714285714286,40.0,132
44992,Pakistan,New Zealand,Auckland,125,38,8,9.146341463414634,39.0,201
9602,England,Pakistan,Abu Dhabi,105,16,5,6.0576923076923075,32.0,129
42197,India,South Africa,Durban,86,37,6,6.216867469879518,38.0,153
38175,England,India,London,44,83,9,7.135135135135135,41.0,153
30869,Pakistan,Australia,Abu Dhabi,69,65,9,7.527272727272727,37.0,155
35986,Australia,India,Melbourne,62,57,6,5.904761904761905,26.0,132
26272,South Africa,India,Johannesburg,105,21,4,6.363636363636363,42.0,126
40251,Sri Lanka,Pakistan,Abu Dhabi,90,20,1,5.4,24.0,102
33664,New Zealand,England,Manchester,92,27,5,5.935483870967742,26.0,123
25029,South Africa,Australia,Colombo,66,57,6,6.285714285714286,33.0,146
35329,India,South Africa,St Lucia,26,91,9,5.379310344827586,25.0,186
16002,Afghanistan,West Indies,Nagpur,102,13,4,5.719626168224299,40.0,123
16911,Sri Lanka,Bangladesh,Chittagong,58,84,9,9.666666666666666,51.0,168
38060,Bangladesh,West Indies,Lauderhill,48,76,8,6.545454545454546,35.0,171
7493,Pakistan,England,Cardiff,62,29,3,4.087912087912088,24.0,89
10115,Pakistan,South Africa,Cape Town,172,2,6,8.745762711864407,40.0,176
46671,Afghanistan,West Indies,St Kitts,35,78,7,5.0,24.0,110
19269,Sri Lanka,India,Colombo,88,61,8,8.94915254237288,38.0,152
44706,New Zealand,Australia,Christchurch,68,72,8,8.5,36.0,214
30327,New Zealand,Pakistan,Dubai,116,21,6,7.03030303030303,40.0,144
40454,South Africa,West Indies,Cape Town,88,53,7,7.880597014925373,53.0,165
41436,Pakistan,India,Kolkata,41,68,9,4.730769230769231,23.0,118
9722,Pakistan,England,Dubai,103,19,5,6.118811881188119,40.0,129
1060,Pakistan,New Zealand,Hamilton,84,43,6,6.545454545454546,29.0,163
20013,New Zealand,Bangladesh,Mirpur,94,54,8,8.545454545454545,24.0,204
28411,Sri Lanka,India,Mumbai,116,8,3,6.214285714285714,25.0,135
5215,Australia,India,Barbados,71,72,10,8.875,55.0,184
17243,Pakistan,Sri Lanka,Johannesburg,173,5,4,9.02608695652174,46.0,189
49970,Pakistan,England,Dubai,115,21,5,6.96969696969697,40.0,144
40236,Sri Lanka,Pakistan,Abu Dhabi,83,35,3,5.858823529411764,29.0,102
48693,West Indies,England,Barbados,91,47,8,7.47945205479452,28.0,170
12324,India,England,Kolkata,91,22,4,5.571428571428571,20.0,120
5325,Australia,Pakistan,Chandigarh,52,84,8,8.666666666666666,43.0,193
21380,England,South Africa,Cape Town,91,33,4,6.275862068965517,20.0,134
36482,Australia,Sri Lanka,Adelaide,99,55,9,9.138461538461538,37.0,187
32634,Sri Lanka,Pakistan,Dubai,62,61,7,6.305084745762712,31.0,145
40862,Australia,South Africa,Cape Town,155,18,6,9.117647058823529,33.0,193
28622,Australia,New Zealand,Sydney,89,42,7,6.846153846153846,31.0,150
5202,Australia,India,Barbados,52,85,10,8.914285714285715,52.0,184
45831,South Africa,Pakistan,Johannesburg,69,77,10,9.627906976744185,52.0,153
15597,Afghanistan,Bangladesh,Mirpur,45,68,6,5.1923076923076925,28.0,72
30420,India,Australia,Melbourne,49,51,5,4.260869565217392,17.0,74
418,England,South Africa,Nottingham,29,75,7,3.8666666666666667,15.0,111
45899,South Africa,Pakistan,Johannesburg,139,10,4,7.581818181818182,38.0,153
9984,India,Bangladesh,Nottingham,166,6,6,8.736842105263158,54.0,180
22164,New Zealand,India,Nagpur,118,2,3,6.0,31.0,126
12460,Sri Lanka,Pakistan,Mirpur,138,7,6,7.327433628318584,32.0,150
32630,Sri Lanka,Pakistan,Dubai,59,65,7,6.4363636363636365,30.0,145
7207,Bangladesh,Pakistan,Cape Town,62,72,9,7.75,43.0,140
15976,Afghanistan,West Indies,Nagpur,66,38,5,4.829268292682927,23.0,123
32364,Bangladesh,Sri Lanka,Colombo,59,81,7,9.076923076923077,42.0,155
36498,Australia,Sri Lanka,Adelaide,128,39,9,9.481481481481481,49.0,187
9832,India,Pakistan,Johannesburg,109,33,7,7.517241379310345,44.0,157
10956,New Zealand,Pakistan,Dubai,110,23,6,6.804123711340206,36.0,153
43825,India,England,Nagpur,106,33,7,7.310344827586207,41.0,144
46427,Australia,India,Sydney,65,74,9,8.478260869565217,39.0,171
1185,Australia,India,Chandigarh,100,43,7,7.792207792207792,27.0,160
35251,Sri Lanka,Pakistan,Lahore,89,42,6,6.846153846153846,31.0,147
16785,New Zealand,Pakistan,Chandigarh,44,89,10,8.516129032258064,44.0,180
18573,India,Bangladesh,Delhi,118,12,5,6.555555555555555,34.0,148
13441,Pakistan,Bangladesh,Mirpur,101,18,5,5.9411764705882355,55.0,129
44610,Sri Lanka,Australia,Melbourne,76,47,7,6.2465753424657535,36.0,161
20879,Australia,Sri Lanka,Barbados,77,46,5,6.243243243243243,32.0,168
22277,South Africa,Australia,Centurion,133,13,5,7.457943925233645,50.0,156
14935,England,West Indies,Kolkata,146,4,1,7.551724137931035,33.0,155
1296,England,Afghanistan,Colombo,78,55,8,7.2,30.0,196
44241,Sri Lanka,India,Colombo,102,46,6,8.27027027027027,37.0,170
10053,Pakistan,South Africa,Cape Town,66,59,8,6.491803278688525,39.0,176
26868,South Africa,Australia,Johannesburg,109,47,7,8.95890410958904,34.0,204
2266,England,Pakistan,Dubai,118,27,5,7.612903225806452,30.0,150
11429,Pakistan,South Africa,Abu Dhabi,78,57,6,7.428571428571429,39.0,119
45211,New Zealand,India,Wellington,86,70,9,10.32,45.0,219
32284,Australia,Sri Lanka,Melbourne,104,34,8,7.255813953488372,36.0,168
49312,India,Afghanistan,Colombo,73,51,7,6.3478260869565215,32.0,159
43804,India,England,Nagpur,72,54,7,6.545454545454546,25.0,144
24156,Australia,Pakistan,St Lucia,191,0,0,9.55,49.0,191
35513,New Zealand,South Africa,Durban,123,31,6,8.292134831460674,37.0,151
20554,West Indies,Sri Lanka,Pallekele,123,5,6,6.417391304347826,42.0,129
31983,England,New Zealand,Manchester,58,87,9,10.545454545454545,57.0,191
36854,Pakistan,New Zealand,Dubai,92,52,7,8.117647058823529,49.0,161
14920,England,West Indies,Kolkata,125,19,3,7.425742574257426,36.0,155
34162,West Indies,Bangladesh,Mirpur,107,23,6,6.618556701030927,36.0,132
29770,Bangladesh,West Indies,St Kitts,46,78,6,6.571428571428571,34.0,118
50819,Pakistan,New Zealand,Auckland,78,40,5,5.85,39.0,153
19981,New Zealand,Bangladesh,Mirpur,65,86,10,11.470588235294118,59.0,204
42914,Pakistan,New Zealand,Mount Maunganui,58,71,9,7.1020408163265305,29.0,181
12458,Sri Lanka,Pakistan,Mirpur,135,9,6,7.297297297297297,29.0,150
50034,Sri Lanka,New Zealand,Chittagong,42,78,7,6.0,22.0,119
15925,Afghanistan,West Indies,Nagpur,32,89,9,6.193548387096774,31.0,123
17597,New Zealand,England,Durban,148,10,2,8.072727272727272,52.0,164
39538,Pakistan,New Zealand,Dubai,109,35,7,7.694117647058824,37.0,153
24320,New Zealand,India,Auckland,152,27,7,9.806451612903226,56.0,203
6115,New Zealand,Sri Lanka,Johannesburg,95,55,8,8.76923076923077,57.0,164
43172,New Zealand,Sri Lanka,Auckland,53,62,6,5.482758620689655,24.0,179
30160,South Africa,New Zealand,Auckland,97,63,9,10.210526315789474,56.0,185
39634,Australia,England,Southampton,118,61,9,12.0,75.0,248
43151,New Zealand,Sri Lanka,Auckland,33,83,6,5.351351351351352,22.0,179
41312,West Indies,England,London,40,71,8,4.8979591836734695,22.0,113
26005,Australia,South Africa,Johannesburg,88,40,5,6.6,28.0,166
46226,West Indies,Pakistan,Mirpur,84,31,5,5.662921348314606,23.0,166
26485,Pakistan,New Zealand,Auckland,73,56,4,6.84375,15.0,143
34642,Pakistan,India,Colombo,97,35,5,6.847058823529411,40.0,128
21366,England,South Africa,Cape Town,81,47,6,6.657534246575342,28.0,134
31156,India,New Zealand,Wellington,117,21,5,7.090909090909091,32.0,149
34880,England,South Africa,Cardiff,118,46,9,9.567567567567568,59.0,181
22748,South Africa,Australia,Melbourne,65,39,6,4.814814814814815,19.0,101
18178,Sri Lanka,New Zealand,Auckland,66,43,3,5.142857142857143,15.0,115
1514,England,Australia,Southampton,101,54,7,9.181818181818182,51.0,179
18527,India,Bangladesh,Delhi,71,57,7,6.761904761904762,38.0,148
8403,Sri Lanka,England,Southampton,41,86,9,7.235294117647059,39.0,140
1602,West Indies,Sri Lanka,Colombo,13,88,9,2.4375,13.0,137
29398,South Africa,Australia,Centurion,36,82,8,5.684210526315789,30.0,128
29887,New Zealand,Bangladesh,Mount Maunganui,46,87,7,8.363636363636363,42.0,195
42823,Sri Lanka,South Africa,Chittagong,106,39,6,7.851851851851852,28.0,165
2276,England,Pakistan,Dubai,129,17,5,7.514563106796117,34.0,150
6275,Australia,New Zealand,Auckland,150,20,5,9.0,42.0,214
37705,England,Pakistan,Dubai,68,57,9,6.476190476190476,33.0,148
8821,Sri Lanka,India,Chandigarh,134,45,7,10.72,44.0,206
34241,Sri Lanka,Australia,Melbourne,60,65,8,6.545454545454546,28.0,142
50050,Sri Lanka,New Zealand,Chittagong,52,63,7,5.473684210526316,22.0,119
16420,New Zealand,Sri Lanka,Mount Maunganui,65,80,10,9.75,45.0,182
12454,Sri Lanka,Pakistan,Mirpur,127,13,6,7.121495327102804,34.0,150
23105,Australia,South Africa,Johannesburg,52,63,7,5.473684210526316,35.0,147
49073,Sri Lanka,India,Colombo,115,35,7,8.117647058823529,40.0,171
30407,India,Australia,Melbourne,41,64,5,4.392857142857143,20.0,74
6470,Sri Lanka,Pakistan,Abu Dhabi,54,67,9,6.113207547169812,32.0,124
5974,New Zealand,England,Christchurch,52,74,8,6.782608695652174,46.0,153
21505,India,England,Durban,118,41,10,8.962025316455696,46.0,218
24467,Sri Lanka,New Zealand,Auckland,137,3,2,7.0256410256410255,41.0,142
3887,India,West Indies,Trinidad,46,82,9,7.2631578947368425,40.0,159
37751,England,Pakistan,Dubai,123,13,7,6.897196261682243,37.0,148
42661,New Zealand,India,Auckland,53,69,6,6.235294117647059,34.0,158
41713,India,Australia,Adelaide,128,30,8,8.533333333333333,48.0,188
25155,India,New Zealand,Christchurch,85,56,4,7.96875,30.0,162
949,Pakistan,New Zealand,Wellington,54,35,3,3.8117647058823527,16.0,105
19662,England,Australia,Southampton,105,33,6,7.241379310344827,39.0,145
11971,South Africa,New Zealand,Chittagong,147,8,5,7.875,51.0,170
27028,South Africa,Pakistan,Johannesburg,152,12,7,8.444444444444445,56.0,188
49232,Pakistan,Bangladesh,Mirpur,127,5,4,6.626086956521739,29.0,135
7259,Bangladesh,Pakistan,Cape Town,128,22,3,7.836734693877551,41.0,140
35364,India,South Africa,St Lucia,71,57,8,6.761904761904762,39.0,186
39964,West Indies,New Zealand,Auckland,69,79,5,10.097560975609756,37.0,180
9475,Bangladesh,Australia,Mirpur,127,17,7,7.398058252427185,36.0,153
2288,England,Pakistan,Dubai,139,5,3,7.252173913043478,32.0,150
49477,England,West Indies,London,138,13,5,7.738317757009346,33.0,161
35255,Sri Lanka,Pakistan,Lahore,92,38,6,6.7317073170731705,32.0,147
7018,South Africa,England,Southampton,122,10,7,6.654545454545454,43.0,142
25735,Australia,Pakistan,Dubai,66,67,7,7.471698113207547,24.0,108
40372,South Africa,West Indies,Nagpur,113,13,3,6.336448598130841,35.0,122
48856,Australia,India,Mumbai,158,6,5,8.31578947368421,44.0,166
11010,Afghanistan,Sri Lanka,Kolkata,30,91,9,6.206896551724138,29.0,153
4651,Australia,England,Melbourne,102,30,5,6.8,29.0,147
19810,Pakistan,Bangladesh,Kolkata,183,7,6,9.716814159292035,62.0,201
21132,New Zealand,England,Wellington,94,37,7,6.795180722891566,35.0,139
4095,Pakistan,India,Mirpur,129,1,4,6.504201680672269,37.0,130
15129,New Zealand,England,Pallekele,58,59,7,5.704918032786885,28.0,148
2831,Australia,South Africa,Johannesburg,73,81,9,11.23076923076923,57.0,196
23533,England,Afghanistan,Delhi,126,7,3,6.6902654867256635,45.0,142
36369,Pakistan,West Indies,Dubai,89,42,7,6.846153846153846,31.0,160
36722,Pakistan,West Indies,Trinidad,72,61,8,7.322033898305085,44.0,137
33442,South Africa,New Zealand,Auckland,152,6,3,8.0,23.0,165
32177,India,South Africa,Durban,142,18,5,8.352941176470589,39.0,168
29935,New Zealand,Bangladesh,Mount Maunganui,141,40,7,10.575,70.0,195
47314,South Africa,Australia,Cape Town,66,56,8,6.1875,31.0,146
5782,Pakistan,England,Cardiff,139,22,6,8.510204081632653,45.0,173
8086,England,West Indies,Barbados,116,37,8,8.385542168674698,32.0,165
21585,Sri Lanka,England,Pallekele,44,84,9,7.333333333333333,35.0,169
41703,India,Australia,Adelaide,114,40,8,8.55,41.0,188
48324,West Indies,Bangladesh,Johannesburg,88,49,9,7.436619718309859,50.0,164
26373,West Indies,Pakistan,St Lucia,105,43,8,8.181818181818182,41.0,150
6330,South Africa,India,Johannesburg,51,87,9,9.272727272727273,42.0,219
32536,West Indies,India,Kolkata,62,35,4,4.376470588235295,15.0,109
