,batting_team,bowling_team,city,current_score,balls_left,wickets_left,current_run_rate,last_five_over_runs,final_score
48807,Australia,India,Mumbai,87,54,8,7.909090909090909,29.0,166
22500,Australia,Sri Lanka,Adelaide,142,42,9,10.923076923076923,62.0,233
45987,West Indies,England,London,123,43,7,9.584415584415584,44.0,208
3971,India,West Indies,Trinidad,153,2,4,7.779661016949152,65.0,159
34916,England,South Africa,Cardiff,170,10,5,9.272727272727273,43.0,181
49165,Pakistan,Bangladesh,Mirpur,61,70,9,7.32,31.0,135
43900,New Zealand,Sri Lanka,Colombo,52,81,10,8.0,40.0,170
33770,New Zealand,Pakistan,Hamilton,94,47,7,7.726027397260274,40.0,185
28351,Sri Lanka,India,Mumbai,57,65,6,6.218181818181818,33.0,135
2244,England,Pakistan,Dubai,93,47,6,7.6438356164383565,43.0,150
44705,New Zealand,Australia,Christchurch,64,73,8,8.170212765957446,36.0,214
45354,Pakistan,Australia,St Lucia,88,56,9,8.25,49.0,191
42159,India,South Africa,Durban,39,74,7,5.086956521739131,20.0,153
31816,Bangladesh,West Indies,St Kitts,133,10,2,7.254545454545455,19.0,143
30811,England,West Indies,Mumbai,175,2,5,8.898305084745763,59.0,182
19742,Pakistan,Bangladesh,Kolkata,72,74,9,9.391304347826088,40.0,201
37254,Pakistan,India,Mirpur,71,28,2,4.630434782608695,22.0,83
47658,West Indies,New Zealand,Wellington,37,87,9,6.7272727272727275,35.0,159
48618,Pakistan,Australia,Dubai,149,1,5,7.512605042016807,39.0,150
1048,Pakistan,New Zealand,Hamilton,71,55,6,6.553846153846154,38.0,163
40441,South Africa,West Indies,Cape Town,67,65,8,7.3090909090909095,37.0,165
678,New Zealand,Australia,Wellington,45,62,7,4.655172413793103,28.0,118
31690,West Indies,Australia,Sydney,113,11,3,6.220183486238532,31.0,138
27074,Sri Lanka,India,Mirpur,18,90,8,3.6,18.0,138
13746,Australia,South Africa,Durban,70,81,8,10.76923076923077,58.0,157
37377,England,South Africa,Durban,172,14,5,9.735849056603774,65.0,204
40254,Sri Lanka,Pakistan,Abu Dhabi,91,17,1,5.300970873786408,23.0,102
16321,India,Bangladesh,Colombo,71,59,9,6.983606557377049,28.0,176
43216,New Zealand,Sri Lanka,Auckland,114,22,4,6.979591836734694,46.0,179
532,South Africa,England,Cape Town,44,85,9,7.542857142857143,41.0,191
1650,West Indies,Sri Lanka,Colombo,69,42,8,5.3076923076923075,47.0,137
19114,Pakistan,South Africa,Nottingham,43,90,8,8.6,43.0,149
8958,Afghanistan,West Indies,St Kitts,96,33,6,6.620689655172414,36.0,146
14276,England,South Africa,Johannesburg,89,50,7,7.628571428571429,32.0,171
47979,New Zealand,England,Wellington,166,18,7,9.764705882352942,56.0,196
28032,England,New Zealand,Christchurch,178,8,6,9.535714285714286,62.0,193
13317,Sri Lanka,West Indies,Bangalore,92,20,4,5.52,28.0,122
41821,South Africa,Sri Lanka,Johannesburg,75,46,3,6.081081081081081,26.0,113
8985,Afghanistan,West Indies,St Kitts,138,7,5,7.327433628318584,52.0,146
36495,Australia,Sri Lanka,Adelaide,124,42,9,9.538461538461538,45.0,187
983,Pakistan,New Zealand,Wellington,105,2,0,5.338983050847458,43.0,105
17892,South Africa,Pakistan,Cape Town,51,82,9,8.052631578947368,38.0,192
15634,Afghanistan,Bangladesh,Mirpur,69,31,2,4.651685393258427,19.0,72
33733,New Zealand,Pakistan,Hamilton,52,81,9,8.0,48.0,185
34992,Sri Lanka,Bangladesh,Johannesburg,71,55,7,6.553846153846154,32.0,147
9026,Australia,West Indies,Mirpur,41,88,8,7.6875,38.0,178
46107,England,Pakistan,Manchester,107,49,8,9.04225352112676,68.0,131
23370,South Africa,Bangladesh,Mirpur,86,45,7,6.88,35.0,148
13092,New Zealand,South Africa,Durban,153,-1,2,7.586776859504132,29.0,153
40230,Sri Lanka,Pakistan,Abu Dhabi,72,41,3,5.468354430379747,21.0,102
15405,South Africa,England,Cape Town,56,86,9,9.882352941176471,51.0,179
7947,England,Pakistan,Dubai,77,54,7,7.0,37.0,160
21335,England,South Africa,Cape Town,53,78,8,7.571428571428571,25.0,134
47475,England,Pakistan,Dubai,136,22,6,8.326530612244898,55.0,172
16923,Sri Lanka,Bangladesh,Chittagong,77,72,8,9.625,56.0,168
42336,Australia,England,Barbados,98,23,5,6.061855670103093,44.0,147
35632,Pakistan,Bangladesh,Mirpur,124,34,7,8.651162790697674,53.0,190
10685,New Zealand,Bangladesh,Pallekele,96,50,9,8.228571428571428,52.0,191
19400,India,England,Manchester,105,48,8,8.75,50.0,165
10844,Sri Lanka,England,London,152,12,4,8.444444444444445,53.0,183
9672,Pakistan,England,Dubai,39,69,6,4.588235294117647,30.0,129
37758,England,Pakistan,Dubai,135,6,6,7.105263157894737,37.0,148
32163,India,South Africa,Durban,121,32,6,8.25,41.0,168
31558,Sri Lanka,Pakistan,London,103,17,4,6.0,35.0,138
28696,Australia,West Indies,Barbados,46,91,10,9.517241379310345,46.0,97
26011,Australia,South Africa,Johannesburg,93,34,5,6.488372093023256,23.0,166
40066,England,India,Manchester,57,80,9,8.55,41.0,159
112,West Indies,India,Lauderhill,88,11,2,4.844036697247707,25.0,95
48613,Pakistan,Australia,Dubai,145,6,5,7.631578947368421,45.0,150
15498,South Africa,England,Cape Town,179,-2,4,8.80327868852459,49.0,179
28029,England,New Zealand,Christchurch,170,11,6,9.357798165137615,56.0,193
33807,New Zealand,Pakistan,Hamilton,175,10,6,9.545454545454545,77.0,185
48069,South Africa,West Indies,London,103,51,9,8.956521739130435,44.0,183
4626,Australia,England,Melbourne,76,55,6,7.015384615384615,20.0,147
46100,England,Pakistan,Manchester,87,56,8,8.15625,54.0,131
42777,Sri Lanka,South Africa,Chittagong,52,83,8,8.432432432432432,34.0,165
16862,New Zealand,Pakistan,Chandigarh,158,13,6,8.85981308411215,48.0,180
47340,South Africa,Australia,Cape Town,92,31,7,6.202247191011236,34.0,146
41548,Pakistan,England,Manchester,75,66,9,8.333333333333334,44.0,195
43798,India,England,Nagpur,67,60,8,6.7,28.0,144
37878,Pakistan,England,Barbados,123,12,3,6.833333333333333,32.0,147
737,New Zealand,Australia,Wellington,116,4,2,6.0,28.0,118
27098,Sri Lanka,India,Mirpur,41,68,7,4.730769230769231,26.0,138
16803,New Zealand,Pakistan,Chandigarh,69,71,9,8.448979591836734,41.0,180
10078,Pakistan,South Africa,Cape Town,115,34,8,8.023255813953488,58.0,176
33637,New Zealand,England,Manchester,67,54,6,6.090909090909091,34.0,123
7510,Pakistan,England,Cardiff,85,15,3,4.857142857142857,35.0,89
48572,Pakistan,Australia,Dubai,91,47,10,7.47945205479452,27.0,150
42411,Sri Lanka,Pakistan,Colombo,46,71,10,5.63265306122449,31.0,139
22236,South Africa,Australia,Centurion,77,53,7,6.895522388059701,40.0,156
15489,South Africa,England,Cape Town,162,7,5,8.601769911504425,46.0,179
34532,Australia,Pakistan,Dubai,75,23,4,4.639175257731959,21.0,89
8449,Sri Lanka,England,Southampton,97,41,5,7.367088607594937,29.0,140
24806,India,Pakistan,Bangalore,105,31,7,7.078651685393258,31.0,133
8227,India,South Africa,Colombo,119,18,5,7.0,38.0,152
12581,England,Pakistan,Manchester,124,11,4,6.825688073394495,29.0,135
2222,England,Pakistan,Dubai,59,69,7,6.9411764705882355,34.0,150
30330,New Zealand,Pakistan,Dubai,117,18,5,6.882352941176471,39.0,144
10441,New Zealand,India,Hamilton,130,44,9,10.263157894736842,50.0,212
47698,West Indies,New Zealand,Wellington,76,48,6,6.333333333333333,26.0,159
7224,Bangladesh,Pakistan,Cape Town,85,55,7,7.846153846153846,34.0,140
18087,South Africa,India,Chandigarh,131,9,5,7.081081081081081,31.0,149
45118,West Indies,Pakistan,Barbados,59,40,4,4.425,20.0,111
37486,New Zealand,Australia,Auckland,118,28,2,7.695652173913044,25.0,150
46084,England,Pakistan,Manchester,49,72,9,6.125,34.0,131
48580,Pakistan,Australia,Dubai,98,39,8,7.2592592592592595,29.0,150
16173,Australia,South Africa,Melbourne,69,84,9,11.5,61.0,182
45582,Australia,Sri Lanka,Pallekele,81,78,9,11.571428571428571,65.0,263
6628,South Africa,New Zealand,Barbados,107,32,7,7.295454545454546,43.0,170
40743,Australia,India,Melbourne,121,13,4,6.785046728971962,30.0,131
29331,West Indies,India,Mirpur,83,22,6,5.081632653061225,30.0,129
4029,Pakistan,India,Mirpur,47,66,7,5.222222222222222,30.0,130
6372,South Africa,India,Johannesburg,110,45,9,8.8,44.0,219
7139,Australia,Sri Lanka,Nottingham,129,13,4,7.233644859813084,44.0,159
31154,India,New Zealand,Wellington,115,23,5,7.11340206185567,42.0,149
5456,South Africa,West Indies,Johannesburg,77,79,8,11.268292682926829,56.0,231
5921,India,Pakistan,Durban,138,6,3,7.2631578947368425,48.0,141
38352,England,West Indies,Barbados,107,32,6,7.295454545454546,53.0,152
8527,Sri Lanka,West Indies,Mirpur,49,83,8,7.945945945945946,42.0,160
18920,Pakistan,South Africa,Dubai,60,39,5,4.444444444444445,24.0,98
44148,India,England,Colombo,141,14,7,7.981132075471698,47.0,170
30266,New Zealand,Pakistan,Dubai,49,78,9,7.0,46.0,144
48153,India,West Indies,Lauderhill,34,93,10,7.555555555555555,30.0,167
1525,England,Australia,Southampton,108,43,6,8.415584415584416,41.0,179
4969,South Africa,Afghanistan,Mumbai,76,75,9,10.133333333333333,51.0,209
11522,West Indies,India,Lauderhill,53,84,8,8.833333333333334,46.0,143
45902,South Africa,Pakistan,Johannesburg,140,7,4,7.433628318584071,34.0,153
22018,West Indies,Pakistan,Abu Dhabi,79,23,5,4.88659793814433,22.0,103
46296,West Indies,England,London,51,84,9,8.5,47.0,125
24930,Pakistan,Australia,Dubai,98,34,7,6.837209302325581,42.0,151
32502,West Indies,India,Kolkata,46,69,7,5.411764705882353,24.0,109
25160,India,New Zealand,Christchurch,89,52,4,7.852941176470588,31.0,162
48928,Australia,England,Sydney,88,57,8,8.380952380952381,53.0,195
4874,South Africa,Afghanistan,Barbados,81,50,7,6.942857142857143,27.0,139
37008,South Africa,England,Cape Town,105,23,4,6.494845360824742,24.0,154
41669,India,Australia,Adelaide,66,73,8,8.425531914893616,34.0,188
12295,India,England,Kolkata,74,51,6,6.434782608695652,38.0,120
5501,South Africa,West Indies,Johannesburg,158,37,6,11.421686746987952,52.0,231
1636,West Indies,Sri Lanka,Colombo,36,56,8,3.375,22.0,137
2998,New Zealand,Bangladesh,Kolkata,72,46,8,5.837837837837838,26.0,145
17961,South Africa,Pakistan,Cape Town,176,14,6,9.962264150943396,49.0,192
42817,Sri Lanka,South Africa,Chittagong,97,45,7,7.76,29.0,165
28349,Sri Lanka,India,Mumbai,57,67,6,6.452830188679245,37.0,135
6648,South Africa,New Zealand,Barbados,144,12,7,8.0,54.0,170
930,Pakistan,New Zealand,Wellington,44,53,4,3.9402985074626864,17.0,105
41738,India,Australia,Adelaide,173,7,8,9.185840707964601,55.0,188
17804,New Zealand,West Indies,Hamilton,132,47,9,10.849315068493151,68.0,191
32796,New Zealand,England,St Lucia,124,22,7,7.591836734693878,54.0,149
17122,Australia,England,Manchester,141,2,6,7.169491525423729,49.0,145
14152,Pakistan,South Africa,St Lucia,72,51,6,6.260869565217392,50.0,148
48338,West Indies,Bangladesh,Johannesburg,97,35,8,6.847058823529411,35.0,164
15887,Pakistan,New Zealand,Christchurch,158,7,5,8.389380530973451,45.0,183
1811,England,Australia,Melbourne,122,4,3,6.310344827586207,27.0,130
45986,West Indies,England,London,122,44,7,9.631578947368421,45.0,208
15958,Afghanistan,West Indies,Nagpur,53,56,6,4.96875,20.0,123
10800,Sri Lanka,England,London,85,56,6,7.96875,42.0,183
41658,India,Australia,Adelaide,54,82,8,8.526315789473685,39.0,188
40873,Australia,South Africa,Cape Town,169,9,6,9.135135135135135,34.0,193
46014,West Indies,England,London,182,20,6,10.92,61.0,208
24950,Pakistan,Australia,Dubai,130,14,7,7.3584905660377355,40.0,151
46798,New Zealand,West Indies,Mount Maunganui,66,73,8,8.425531914893616,50.0,238
44328,South Africa,India,Mirpur,45,83,8,7.297297297297297,32.0,172
18887,Pakistan,South Africa,Dubai,32,69,6,3.764705882352941,20.0,98
36110,Australia,India,Sydney,100,54,8,9.090909090909092,36.0,194
24994,South Africa,Australia,Colombo,29,91,8,6.0,29.0,146
42693,New Zealand,India,Auckland,109,38,6,7.975609756097561,54.0,158
14817,West Indies,Pakistan,Trinidad,123,1,2,6.201680672268908,41.0,124
49948,Pakistan,England,Dubai,79,43,5,6.1558441558441555,15.0,144
17926,South Africa,Pakistan,Cape Town,116,48,9,9.666666666666666,54.0,192
33231,Bangladesh,India,Colombo,45,83,8,7.297297297297297,35.0,139
40348,South Africa,West Indies,Nagpur,85,37,5,6.144578313253012,36.0,122
8943,Afghanistan,West Indies,St Kitts,66,48,7,5.5,14.0,146
3688,New Zealand,Sri Lanka,Colombo,108,29,7,7.1208791208791204,42.0,141
13144,South Africa,Australia,Cape Town,78,70,8,9.36,36.0,178
16069,South Africa,India,Nottingham,59,67,8,6.679245283018868,23.0,130
12531,England,Pakistan,Manchester,78,59,7,7.672131147540983,34.0,135
42548,West Indies,Australia,Colombo,93,60,8,9.3,50.0,191
30053,Australia,South Africa,Adelaide,80,47,6,6.575342465753424,32.0,144
18990,New Zealand,India,Auckland,39,91,10,8.068965517241379,39.0,132
33049,Pakistan,South Africa,Abu Dhabi,92,16,4,5.3076923076923075,26.0,120
36,West Indies,India,Lauderhill,33,85,6,5.6571428571428575,27.0,95
50333,South Africa,Sri Lanka,Centurion,137,24,8,8.5625,42.0,180
18013,South Africa,India,Chandigarh,40,83,9,6.486486486486487,33.0,149
22778,South Africa,Australia,Melbourne,97,9,4,5.243243243243243,32.0,101
8785,Sri Lanka,India,Chandigarh,80,78,9,11.428571428571429,61.0,206
4365,Pakistan,Australia,Colombo,40,73,8,5.1063829787234045,28.0,149
24385,Sri Lanka,New Zealand,Auckland,37,82,8,5.842105263157895,30.0,142
33156,Pakistan,South Africa,Centurion,116,34,5,8.093023255813954,34.0,168
49077,Sri Lanka,India,Colombo,120,31,7,8.089887640449438,42.0,171
30623,Pakistan,Australia,Dubai,46,62,5,4.758620689655173,17.0,96
11813,New Zealand,South Africa,Centurion,113,43,7,8.805194805194805,43.0,177
46724,Afghanistan,West Indies,St Kitts,67,26,2,4.276595744680851,21.0,110
24292,New Zealand,India,Auckland,101,55,9,9.323076923076924,39.0,203
20247,New Zealand,Bangladesh,Mount Maunganui,48,69,7,5.647058823529412,28.0,194
18434,South Africa,England,Chittagong,123,26,7,7.851063829787234,33.0,196
19165,Pakistan,South Africa,Nottingham,100,41,7,7.594936708860759,42.0,149
11394,Pakistan,South Africa,Abu Dhabi,38,91,9,7.862068965517241,31.0,119
6399,South Africa,India,Johannesburg,168,18,8,9.882352941176471,60.0,219
15856,Pakistan,New Zealand,Christchurch,107,36,6,7.642857142857143,25.0,183
9801,India,Pakistan,Johannesburg,63,63,8,6.631578947368421,25.0,157
15241,Sri Lanka,West Indies,Nottingham,80,72,10,10.0,47.0,192
20404,Australia,Pakistan,Dubai,136,35,8,9.6,41.0,168
4906,South Africa,Afghanistan,Barbados,116,18,5,6.823529411764706,32.0,139
32280,Australia,Sri Lanka,Melbourne,98,37,8,7.0843373493975905,32.0,168
28390,Sri Lanka,India,Mumbai,98,28,4,6.391304347826087,30.0,135
35344,India,South Africa,St Lucia,39,77,8,5.441860465116279,29.0,186
10065,Pakistan,South Africa,Cape Town,91,47,8,7.47945205479452,47.0,176
21334,England,South Africa,Cape Town,52,79,8,7.609756097560975,30.0,134
47068,New Zealand,England,Wellington,97,57,6,9.238095238095237,50.0,176
27998,England,New Zealand,Christchurch,114,42,6,8.76923076923077,38.0,193
41103,Pakistan,South Africa,Centurion,155,32,7,10.568181818181818,57.0,195
50737,South Africa,England,Centurion,218,1,4,10.991596638655462,50.0,222
31445,Sri Lanka,Bangladesh,Colombo,148,7,4,7.8584070796460175,59.0,159
1087,Pakistan,New Zealand,Hamilton,131,16,5,7.5576923076923075,51.0,163
11349,New Zealand,West Indies,Auckland,168,10,5,9.163636363636364,61.0,189
14375,India,Bangladesh,Bangalore,48,73,8,6.127659574468085,31.0,146
28933,Sri Lanka,South Africa,Delhi,85,45,6,6.8,25.0,120
14769,West Indies,Pakistan,Trinidad,67,49,7,5.661971830985915,17.0,124
37501,New Zealand,Australia,Auckland,128,13,2,7.177570093457944,26.0,150
7434,Pakistan,England,Cardiff,22,88,6,4.125,18.0,89
37716,England,Pakistan,Dubai,83,46,9,6.72972972972973,40.0,148
5394,Australia,Pakistan,Chandigarh,154,17,6,8.970873786407767,53.0,193
14809,West Indies,Pakistan,Trinidad,118,9,3,6.378378378378378,43.0,124
28971,Sri Lanka,South Africa,Delhi,118,9,2,6.378378378378378,30.0,120
9673,Pakistan,England,Dubai,39,68,6,4.5,30.0,129
29216,South Africa,Australia,Johannesburg,180,9,7,9.72972972972973,59.0,201
24387,Sri Lanka,New Zealand,Auckland,39,80,7,5.85,29.0,142
17696,India,New Zealand,Mount Maunganui,111,32,8,7.568181818181818,32.0,163
21909,Australia,Pakistan,Melbourne,113,19,2,6.712871287128713,32.0,127
4865,South Africa,Afghanistan,Barbados,73,59,8,7.180327868852459,24.0,139
38976,Sri Lanka,Australia,Pallekele,41,90,9,8.2,41.0,198
13885,Bangladesh,Sri Lanka,Colombo,88,67,8,9.962264150943396,45.0,176
47582,West Indies,India,Lauderhill,182,39,9,13.481481481481481,68.0,245
5268,Australia,India,Barbados,167,20,7,10.02,54.0,184
22652,West Indies,England,Pallekele,154,14,7,8.716981132075471,38.0,179
32294,Australia,Sri Lanka,Melbourne,123,24,7,7.6875,39.0,168
24563,West Indies,England,London,137,31,6,9.235955056179776,59.0,169
46936,Pakistan,Bangladesh,Mirpur,50,64,9,5.357142857142857,30.0,141
49066,Sri Lanka,India,Colombo,102,42,8,7.846153846153846,36.0,171
13798,Australia,South Africa,Durban,114,29,4,7.516483516483516,25.0,157
50566,Bangladesh,India,Mirpur,82,42,5,6.3076923076923075,39.0,138
40261,Sri Lanka,Pakistan,Abu Dhabi,101,11,1,5.559633027522936,23.0,102
28276,Sri Lanka,England,Southampton,144,16,3,8.307692307692308,36.0,163
17837,New Zealand,West Indies,Hamilton,164,17,4,9.553398058252426,26.0,191
28828,Sri Lanka,West Indies,London,100,27,7,6.451612903225806,27.0,158
9363,England,New Zealand,Hamilton,183,4,4,9.46551724137931,58.0,194
14424,India,Bangladesh,Bangalore,114,24,5,7.125,41.0,146
17239,Pakistan,Sri Lanka,Johannesburg,170,9,5,9.18918918918919,51.0,189
48619,Pakistan,Australia,Dubai,150,0,5,7.5,39.0,150
31006,England,Australia,Southampton,91,49,6,7.690140845070423,29.0,162
9436,Bangladesh,Australia,Mirpur,79,54,8,7.181818181818182,47.0,153
13880,Bangladesh,Sri Lanka,Colombo,79,72,8,9.875,48.0,176
10206,India,Sri Lanka,Pallekele,112,34,8,7.813953488372093,42.0,155
22714,South Africa,Australia,Melbourne,44,73,8,5.617021276595745,29.0,101
6005,New Zealand,England,Christchurch,92,43,7,7.1688311688311686,40.0,153
41707,India,Australia,Adelaide,117,36,8,8.357142857142858,42.0,188
39070,Sri Lanka,Australia,Pallekele,198,1,7,9.983193277310924,80.0,198
50281,South Africa,Sri Lanka,Centurion,49,74,9,6.391304347826087,35.0,180
8947,Afghanistan,West Indies,St Kitts,78,44,7,6.157894736842105,25.0,146
14546,Australia,India,Sydney,110,28,6,7.173913043478261,33.0,164
30457,India,Australia,Melbourne,74,15,0,4.228571428571429,23.0,74
6016,New Zealand,England,Christchurch,103,32,6,7.0227272727272725,38.0,153
33979,India,Sri Lanka,Mirpur,34,80,9,5.1,30.0,130
9545,England,Pakistan,Abu Dhabi,53,71,8,6.489795918367347,29.0,129
5398,Australia,Pakistan,Chandigarh,166,13,6,9.30841121495327,60.0,193
37329,England,South Africa,Durban,90,60,7,9.0,52.0,204
6103,New Zealand,Sri Lanka,Johannesburg,73,66,8,8.11111111111111,50.0,164
5276,Australia,India,Barbados,173,12,6,9.61111111111111,39.0,184
43483,Pakistan,New Zealand,Pallekele,169,5,5,8.817391304347826,43.0,177
21743,West Indies,New Zealand,Lauderhill,78,55,9,7.2,34.0,209
15304,Sri Lanka,West Indies,Nottingham,179,11,6,9.853211009174313,48.0,192
41819,South Africa,Sri Lanka,Johannesburg,74,47,3,6.082191780821918,27.0,113
48943,Australia,England,Sydney,117,43,8,9.116883116883116,58.0,195
10907,New Zealand,Pakistan,Dubai,62,71,8,7.591836734693878,26.0,153
10416,New Zealand,India,Hamilton,86,69,9,10.117647058823529,54.0,212
4591,Australia,England,Melbourne,49,89,9,9.483870967741936,49.0,147
18090,South Africa,India,Chandigarh,133,6,5,7.0,28.0,149
35041,Sri Lanka,Bangladesh,Johannesburg,137,7,5,7.274336283185841,47.0,147
9456,Bangladesh,Australia,Mirpur,109,35,8,7.694117647058824,52.0,153
14630,Bangladesh,South Africa,Cape Town,85,67,5,9.622641509433961,31.0,144
21639,Sri Lanka,England,Pallekele,115,31,7,7.752808988764045,41.0,169
45691,New Zealand,Pakistan,Cape Town,33,90,10,6.6,33.0,143
41914,South Africa,New Zealand,Johannesburg,77,73,10,9.829787234042554,46.0,133
6894,Pakistan,England,Manchester,170,12,7,9.444444444444445,52.0,190
6152,New Zealand,Sri Lanka,Johannesburg,136,20,5,8.16,37.0,164
21858,Australia,Pakistan,Melbourne,68,68,7,7.846153846153846,40.0,127
35333,India,South Africa,St Lucia,32,88,9,6.0,27.0,186
9118,Australia,West Indies,Mirpur,173,-1,2,8.578512396694215,43.0,178
24711,Australia,Pakistan,Johannesburg,160,6,4,8.421052631578947,48.0,164
11441,Pakistan,South Africa,Abu Dhabi,84,45,6,6.72,38.0,119
20651,New Zealand,India,Johannesburg,110,32,5,7.5,37.0,190
46710,Afghanistan,West Indies,St Kitts,57,40,3,4.275,16.0,110
16176,Australia,South Africa,Melbourne,73,81,9,11.23076923076923,60.0,182
